Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
2900;6430;Universidad Michoacana de San Nicolas de Hidalgo;MEX;Universities;2
2900;6430;Indira Gandhi Medical College;IND;Universities;2
2900;6430;Istanbul Aydin University;TUR;Universities;2
2903;6434;Hamamatsu University School of Medicine *;JPN;Universities;3
2903;6434;Chongqing Technology and Business University;CHN;Universities;3
2905;6438;Asian Institute of Technology;THA;Universities;3
2905;6438;University of Dubai;ARE;Universities;2
2905;6438;Islamic Azad University, Najafabad Branch;IRN;Universities;2
2905;6438;National University of Science and Technology, Oman;OMN;Universities;4
2905;6438;Yunnan University of Traditional Chinese Medicines;CHN;Universities;2
2905;6438;University of Alaska, Anchorage;USA;Universities;2
2905;6438;Universidad Autonoma de Sinaloa;MEX;Universities;2
2912;6448;Hebei University of Engineering;CHN;Universities;3
2912;6448;Universidad Anahuac;MEX;Universities;1
2912;6448;Liaoning University of Technology;CHN;Universities;3
2912;6448;Colby College;USA;Universities;3
2912;6448;University of Dodoma;TZA;Universities;3
2917;6457;Universidad Cesar Vallejo;PER;Universities;1
2917;6457;Shahrood University of Technology;IRN;Universities;2
2917;6457;Universidad Nacional del Centro de la Provincia de Buenos Aires *;ARG;Universities;2
